"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110811126","8.2.1.16.1","","F","","","0"
"2015","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110811129","8.2.1.16.4","","F","","","1"
"2016","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110811129","8.2.1.16.4","","F","","","1"
"2017","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110811129","8.2.1.16.4","","F","","","1"
"2018","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110811129","8.2.1.16.4","","F","","","1"
"2019","Manitoba","2016A000246","12 to 17 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110811129","8.2.1.16.4","","F","","","1"
"2015","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811301","8.2.2.15.1","","F","","","0"
"2016","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811301","8.2.2.15.1","","F","","","0"
"2017","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811301","8.2.2.15.1","","F","","","0"
"2018","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811301","8.2.2.15.1","","F","","","0"
"2019","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811301","8.2.2.15.1","","F","","","0"
"2015","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811304","8.2.2.15.4","","F","","","1"
"2016","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811304","8.2.2.15.4","","F","","","1"
"2017","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811304","8.2.2.15.4","","F","","","1"
"2018","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811304","8.2.2.15.4","","F","","","1"
"2019","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811304","8.2.2.15.4","","F","","","1"
"2015","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110811308","8.2.2.16.1","","F","","","0"
"2016","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110811308","8.2.2.16.1","","F","","","0"
"2017","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110811308","8.2.2.16.1","","F","","","0"
"2018","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110811308","8.2.2.16.1","","F","","","0"
"2019","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110811308","8.2.2.16.1","","F","","","0"
"2015","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110811311","8.2.2.16.4","","F","","","1"
"2016","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110811311","8.2.2.16.4","","F","","","1"
"2017","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110811311","8.2.2.16.4","","F","","","1"
"2018","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110811311","8.2.2.16.4","","F","","","1"
"2019","Manitoba","2016A000246","12 to 17 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110811311","8.2.2.16.4","","F","","","1"
"2015","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811483","8.2.3.15.1","","F","","","0"
"2016","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811483","8.2.3.15.1","","F","","","0"
"2017","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811483","8.2.3.15.1","","F","","","0"
"2018","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811483","8.2.3.15.1","","F","","","0"
"2019","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811483","8.2.3.15.1","","F","","","0"
"2015","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811486","8.2.3.15.4","","F","","","1"
"2016","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811486","8.2.3.15.4","","F","","","1"
"2017","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811486","8.2.3.15.4","","F","","","1"
"2018","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811486","8.2.3.15.4","","F","","","1"
"2019","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811486","8.2.3.15.4","","F","","","1"
"2015","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110811490","8.2.3.16.1","","F","","","0"
"2016","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110811490","8.2.3.16.1","","F","","","0"
"2017","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110811490","8.2.3.16.1","","F","","","0"
"2018","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110811490","8.2.3.16.1","","F","","","0"
"2019","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110811490","8.2.3.16.1","","F","","","0"
"2015","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110811493","8.2.3.16.4","","F","","","1"
"2016","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110811493","8.2.3.16.4","","F","","","1"
"2017","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110811493","8.2.3.16.4","","F","","","1"
"2018","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110811493","8.2.3.16.4","","F","","","1"
"2019","Manitoba","2016A000246","12 to 17 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110811493","8.2.3.16.4","","F","","","1"
"2015","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811665","8.3.1.15.1","56800","","","","0"
"2016","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811665","8.3.1.15.1","58300","","","","0"
"2017","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811665","8.3.1.15.1","61700","","","","0"
"2018","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811665","8.3.1.15.1","68400","","","","0"
"2019","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811665","8.3.1.15.1","45700","","","","0"
"2015","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811668","8.3.1.15.4","19.9","","","","1"
"2016","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811668","8.3.1.15.4","20.1","","","","1"
"2017","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811668","8.3.1.15.4","20.9","","","","1"
"2018","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811668","8.3.1.15.4","22.8","","","","1"
"2019","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110811668","8.3.1.15.4","15.0","","","","1"
"2015","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110811672","8.3.1.16.1","29700","E","","","0"
"2016","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110811672","8.3.1.16.1","36500","","","","0"
"2017","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110811672","8.3.1.16.1","33700","","","","0"
"2018","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110811672","8.3.1.16.1","40600","E","","","0"
"2019","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110811672","8.3.1.16.1","19000","E","","","0"
"2015","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110811675","8.3.1.16.4","10.4","E","","","1"
"2016","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110811675","8.3.1.16.4","12.6","","","","1"
"2017","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110811675","8.3.1.16.4","11.4","","","","1"
"2018","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110811675","8.3.1.16.4","13.5","E","","","1"
"2019","Manitoba","2016A000246","18 to 34 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110811675","8.3.1.16.4","6.2","E","","","1"
"2015","Manitoba","2016A000246","18 to 34 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811847","8.3.2.15.1","33400","","","","0"
"2016","Manitoba","2016A000246","18 to 34 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811847","8.3.2.15.1","31900","E","","","0"
"2017","Manitoba","2016A000246","18 to 34 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811847","8.3.2.15.1","35100","E","","","0"
"2018","Manitoba","2016A000246","18 to 34 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110811847","8.3.2.15.1","38600","","","","0"
